cluster_id,violation_count,centre_lat,centre_lon,dist_to_centre_km,peak_hour_frac,weekend_frac,hour_sin_mean,hour_cos_mean,morning_peak_frac,evening_peak_frac,unique_days,viol_SCOOTER_frac,viol_CAR_frac,viol_MOTOR_CYCLE_frac,viol_PASSENGER_AUTO_frac,viol_MAXI-CAB_frac,spread_km,violation_density,recurrence_score,norm_density,norm_proximity,norm_recurrence,congestion_risk_score,crs_predicted,enforcement_rank,enforcement_tier
78,63,12.922129811401469,77.56015456359572,6.668634155524278,0.2698412698412698,0.2857142857142857,0.46579041218111406,0.35776624340599267,0.25396825396825395,0.015873015873015872,22,0.31746031746031744,0.30158730158730157,0.1111111111111111,0.015873015873015872,0.0,0.45967819917011926,94.90363830699293,0.14473684210526316,0.0010411137826366375,0.8745946589741349,0.13907284754212534,28.522235240470838,28.51931588430738,52,🟡 MEDIUM
1,27357,12.940522644709327,77.69606634872554,12.992092626296808,0.09650180940892641,0.16763534013232445,0.16563858572824045,0.6777512836502577,0.04689841722411083,0.04960339218481559,152,0.25225719194356105,0.2762364294330519,0.15769272946595023,0.10768724640859743,0.12007895602588003,2.4974177994036997,1396.1632183237205,1.0,0.03877960711935219,0.6672437263979599,0.9999999989933775,28.79105940361671,28.492610295980413,53,🟡 MEDIUM
49,660,13.12013402453502,77.62155061145842,16.425992352026135,0.3333333333333333,0.3393939393939394,-0.11922245882260166,0.5046216284264302,0.1590909090909091,0.17424242424242425,84,0.11666666666666667,0.3015151515151515,0.08484848484848485,0.031818181818181815,0.3575757575757576,1.2310068408085335,138.6350776963685,0.5526315789473685,0.0023093915800456027,0.5546435861750005,0.5496688736188764,28.3976618922631,28.36789263096162,54,🟡 MEDIUM
77,76,13.055046281578948,77.53489962631579,10.158691578358198,0.17105263157894737,0.3157894736842105,0.4968911388189174,0.2820963344512592,0.06578947368421052,0.10526315789473684,39,0.3026315789473684,0.21052631578947367,0.18421052631578946,0.06578947368421052,0.039473684210526314,0.08890837175213699,3060.401499568314,0.2565789473684211,0.08704503106086021,0.7601530658627302,0.2516556288857506,28.200404219558013,28.25854297688519,55,🟡 MEDIUM
69,15,13.150221320000002,77.61925968,19.60307516781306,0.3333333333333333,0.26666666666666666,0.23662601101918715,0.4281814336833023,0.13333333333333333,0.2,9,0.13333333333333333,0.4,0.06666666666666667,0.0,0.0,0.17040895915036475,164.42071738574296,0.05921052631578947,0.003057214079525604,0.45046466450262046,0.052980132397000126,20.646097106805808,27.818616598140174,56,🟡 MEDIUM
3,417,12.873050883033455,77.54016929496754,12.534859115281478,0.12470023980815348,0.41247002398081534,0.5168438124046566,0.39756711476007883,0.11990407673860912,0.004796163069544364,98,0.05995203836930456,0.6235011990407674,0.06474820143884892,0.13189448441247004,0.045563549160671464,1.0254975874971632,126.21672182715992,0.6447368421052632,0.001949240502259058,0.6822367551894537,0.6423841053136267,27.3790058095164,27.49527805569581,57,🟡 MEDIUM
90,53,12.962153903773585,77.61526084905661,3.773708362585725,0.24528301886792453,0.07547169811320754,-0.05440299963836995,0.34007046687952674,0.22641509433962265,0.018867924528301886,10,0.16981132075471697,0.49056603773584906,0.05660377358490566,0.11320754716981132,0.03773584905660377,0.16757662958013372,600.7573518385695,0.06578947368421052,0.01571163555295,0.9695214408418583,0.05960264894662515,27.423155003486855,27.454718301558657,58,🟡 MEDIUM
138,10,12.912403272597576,77.5586831656373,7.723207557398391,0.2,0.6,-0.34050834150444953,0.8311991041240299,0.0,0.2,8,0.4,0.1,0.1,0.0,0.0,0.19416515268638515,84.43209199796709,0.05263157894736842,0.0007374231226968276,0.8400144084104093,0.04635761584737511,28.289674135976327,27.341940482474875,59,🟡 MEDIUM
51,19,13.032536278947367,77.63693814210527,8.396408276569957,0.2631578947368421,0.5263157894736842,0.043243109265565675,0.4592411789032227,0.21052631578947367,0.05263157894736842,10,0.42105263157894735,0.3157894736842105,0.10526315789473684,0.05263157894736842,0.0,0.1643605080183881,223.87663901796313,0.06578947368421052,0.004781525613368052,0.8179396533414285,0.05960264894662515,28.964278215920597,27.299844110445562,60,🟡 MEDIUM
68,51,12.900130389074048,77.64886297155292,11.085515529199501,0.2549019607843137,0.45098039215686275,0.7326560838326607,0.2224141355268805,0.2549019607843137,0.0,27,0.21568627450980393,0.23529411764705882,0.0784313725490196,0.058823529411764705,0.13725490196078433,0.30605039865905587,173.31430275083235,0.17763157894736842,0.0033151414886253487,0.729761815342285,0.17218543029025044,27.315473503026567,27.297687177022137,61,🟡 MEDIUM
89,82,13.013022274390243,77.6264171012195,6.0663536775708655,0.13414634146341464,0.12195121951219512,-0.12069460383739068,0.6075064153005294,0.12195121951219512,0.012195121951219513,46,0.3170731707317073,0.2926829268292683,0.0975609756097561,0.0975609756097561,0.012195121951219513,0.13076720129846184,1526.3928453603937,0.3026315789473684,0.04255646301162794,0.8943438862922686,0.29801324473312574,26.92965711029093,26.953380810836826,62,🟡 MEDIUM
15,190,13.05931152263158,77.65034776631579,11.607063734899038,0.21578947368421053,0.4105263157894737,0.43688443312050673,0.3548208146611465,0.12105263157894737,0.09473684210526316,51,0.18947368421052632,0.631578947368421,0.06315789473684211,0.010526315789473684,0.0,0.5145563262700874,228.4219760047965,0.3355263157894737,0.004913347251590714,0.7126598596110856,0.3311258274812508,27.236422620839896,26.943641221773145,63,🟡 MEDIUM
92,59,13.026724197740114,77.51934606949152,8.914830009949863,0.3050847457627119,0.2033898305084746,0.20874314737776908,0.4991017105927887,0.0,0.3050847457627119,13,0.0,0.4915254237288136,0.03389830508474576,0.0,0.0,0.20744341588298462,436.4181747695152,0.08552631578947369,0.010945551188213101,0.8009402169758809,0.0794701985955002,26.85761756621262,26.891992435243857,64,🟡 MEDIUM
141,29,13.161279831034483,77.62652933448275,20.968893185423955,0.5517241379310345,0.06896551724137931,0.05350731944537837,0.2634538082918564,0.1724137931034483,0.3793103448275862,11,0.3448275862068966,0.4482758620689655,0.10344827586206896,0.0,0.06896551724137931,0.0382865384037336,3692.394679731972,0.07236842105263158,0.10537378789364316,0.405678470208794,0.06622516549625017,26.94666225610555,26.83033098054536,65,🟡 MEDIUM
52,18,12.948161616666667,77.55920059444445,4.2160308726893545,0.1111111111111111,0.2777777777777778,0.15881774820039712,0.7629659012675207,0.05555555555555555,0.05555555555555555,3,0.3333333333333333,0.3888888888888889,0.05555555555555555,0.2222222222222222,0.0,0.024113519102307898,2291.831180523293,0.019736842105263157,0.06475533090456624,0.9550173549222085,0.013245033099250032,27.054789566652044,26.7977172039508,66,🟡 MEDIUM
10,73,13.010748728767123,77.50631878356164,9.21424017766807,0.1917808219178082,0.2465753424657534,0.1336791627828536,0.5246414130690801,0.0273972602739726,0.1643835616438356,31,0.0821917808219178,0.1643835616438356,0.0547945205479452,0.2191780821917808,0.0,0.1155448047701813,1740.4924399020617,0.20394736842105263,0.04876567464479061,0.7911223336473019,0.1986754964887505,26.776274223003956,26.78968677484239,67,🟡 MEDIUM
57,84,13.018375681628877,77.70766627983912,14.145458836543929,0.30952380952380953,0.36904761904761907,0.246143557444358,0.362388005742149,0.14285714285714285,0.16666666666666666,37,0.15476190476190477,0.40476190476190477,0.11904761904761904,0.023809523809523808,0.07142857142857142,0.27151712984126003,362.6894685149725,0.24342105263157895,0.008807307341680996,0.6294239857604647,0.23841059578650062,26.709412858604566,26.76284584816253,68,🟡 MEDIUM
147,11,13.019980909090908,77.67445861818182,10.879021052023008,0.18181818181818182,0.5454545454545454,-1.9176579516252704e-16,0.5525560020472825,0.09090909090909091,0.09090909090909091,10,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.04552390002417017,1400.5634992086789,0.06578947368421052,0.038907221911517284,0.7365329236862834,0.05960264894662515,26.68843773009503,26.675771183066143,69,🟡 MEDIUM
124,42,13.067850911904761,77.58040701904763,10.07875273817028,0.2619047619047619,0.23809523809523808,0.6309575076980352,0.2398731864753079,0.2619047619047619,0.0,10,0.047619047619047616,0.7619047619047619,0.047619047619047616,0.023809523809523808,0.0,0.0992478030393733,1357.2430104722528,0.06578947368421052,0.03765086230377333,0.7627743202188132,0.05960264894662515,26.097864503046008,26.54307613476314,70,🟡 MEDIUM
53,210,13.070482256666667,77.63126534761905,11.557192974421723,0.23809523809523808,0.26666666666666666,0.4264445082559707,0.4267378587635912,0.18571428571428572,0.05238095238095238,51,0.3142857142857143,0.37142857142857144,0.18095238095238095,0.05714285714285714,0.03333333333333333,0.441321037546825,343.2101799516809,0.3355263157894737,0.008242378550424537,0.7142951591455176,0.3311258274812508,26.504692326035332,26.520536427529557,71,🟡 MEDIUM
25,96,12.89538556046823,77.56936045168204,9.247234470521297,0.17708333333333334,0.2708333333333333,0.5233193563216675,0.2729964765083002,0.125,0.052083333333333336,54,0.125,0.65625,0.03125,0.10416666666666667,0.010416666666666666,0.2822172741666567,383.6667600681425,0.35526315789473684,0.009415680482335584,0.7900404261081871,0.35099337713012585,26.77570777701342,26.405786844011303,72,🟡 MEDIUM
44,99,12.951589942424242,77.62329063131314,5.119270148615589,0.04040404040404041,0.47474747474747475,-0.1630173562809143,0.7635206161554929,0.030303030303030304,0.010101010101010102,28,0.29292929292929293,0.29292929292929293,0.16161616161616163,0.0707070707070707,0.0,0.5142629260336149,119.15571824946669,0.18421052631578946,0.001744460733057378,0.9253994635312253,0.17880794683987544,26.114700622256027,26.251445065478496,73,🟡 MEDIUM
